browse,browse_to_add_to_consider,browse_to_purchase,directly_add_to_consider,directly_purchase,no_browse,user_id
0,0,1,0,0,6,378148
0,0,1,0,0,6,329754
0,0,1,0,0,6,319279
0,0,1,0,0,6,232509
0,0,1,0,0,6,13500
0,0,1,0,0,6,340514
0,0,1,0,0,6,360230
0,0,1,0,0,6,305780
0,0,1,0,0,6,38167
0,0,1,0,0,6,241708
0,0,1,0,0,6,35657
0,0,1,0,0,6,213201
0,0,0,0,1,6,326843
0,0,1,0,0,6,146481
0,0,1,0,0,6,317980
0,0,1,0,0,6,289224
0,0,0,0,1,6,136504
0,0,1,0,0,6,418772
0,0,1,0,0,6,399754
0,0,0,0,1,6,332179
0,0,1,0,0,6,265330
0,0,1,0,0,6,336900
0,0,1,0,0,6,29321
0,0,1,0,0,6,111092
0,0,1,0,0,6,220347
0,0,1,0,0,6,165112
0,0,1,0,0,6,14422
0,0,1,0,0,6,195399
0,0,1,0,0,6,81426
0,0,1,0,0,6,323467
0,0,1,0,0,6,274301
0,0,1,0,0,6,166430
0,0,1,0,0,6,204619
0,0,1,0,0,6,10681
0,0,1,0,0,6,114185
0,0,1,0,0,6,325164
0,0,1,0,0,6,286634
0,0,1,0,0,6,302134
0,0,1,0,0,6,178867
0,0,1,0,0,6,286735
0,0,1,0,0,6,369740
0,0,1,0,0,6,384212
0,0,1,0,0,6,88661
0,0,1,0,0,6,326204
0,0,1,0,0,6,410410
0,0,1,0,0,6,238187
0,0,1,0,0,6,96965
0,0,1,0,0,6,96206
0,0,1,0,0,6,40988
0,0,1,0,0,6,160020
0,0,1,0,0,6,120927
0,0,1,0,0,6,353495
0,0,0,0,1,6,415806
0,0,1,0,0,6,131323
0,0,1,0,0,6,76888
0,0,0,0,1,6,396247
0,0,1,0,0,6,124214
0,0,0,0,1,6,279072
0,0,1,0,0,6,196985
0,0,1,0,0,6,403141
0,0,1,0,0,6,190002
0,0,1,0,0,6,194917
0,0,1,0,0,6,275749
0,0,1,0,0,6,393366
0,0,1,0,0,6,144464
0,0,1,0,0,6,720
0,0,1,0,0,6,249963
0,0,1,0,0,6,331715
0,0,1,0,0,6,59740
0,0,1,0,0,6,346274
0,0,1,0,0,6,23404
0,0,0,0,1,6,214957
0,0,1,0,0,6,32014
0,0,1,0,0,6,108999
0,0,0,0,1,6,321907
0,0,0,0,1,6,327010
0,0,1,0,0,6,206144
0,0,1,0,0,6,92249
0,0,1,0,0,6,422272
0,0,1,0,0,6,171503
0,0,1,0,0,6,59259
0,0,0,0,1,6,215555
0,0,1,0,0,6,103023
0,0,1,0,0,6,299842
0,0,1,0,0,6,97793
0,0,0,0,1,6,224777
0,0,1,0,0,6,95329
0,0,1,0,0,6,408075
0,0,1,0,0,6,154424
0,0,1,0,0,6,288410
0,0,1,0,0,6,421450
0,0,1,0,0,6,266012
0,0,1,0,0,6,236665
0,0,0,0,1,6,40967
0,0,0,0,1,6,331040
0,0,1,0,0,6,309307
0,0,1,0,0,6,181920
0,0,1,0,0,6,271004
0,0,1,0,0,6,99584
0,0,1,0,0,6,300912
0,0,1,0,0,6,165465
0,0,1,0,0,6,231838
0,0,1,0,0,6,38268
0,0,1,0,0,6,375583
0,0,1,0,0,6,129059
0,0,1,0,0,6,135648
0,0,1,0,0,6,198519
0,0,1,0,0,6,38453
0,0,1,0,0,6,8276
0,0,1,0,0,6,28609
0,0,1,0,0,6,405801
0,0,1,0,0,6,81906
0,0,1,0,0,6,53353
0,0,0,0,1,6,248970
0,0,1,0,0,6,178351
0,0,1,0,0,6,180881
0,0,1,0,0,6,279154
0,0,1,0,0,6,262601
0,0,1,0,0,6,4303
0,0,1,0,0,6,187527
0,0,1,0,0,6,59956
0,0,1,0,0,6,217255
0,0,1,0,0,6,324868
0,0,1,0,0,6,118418
0,0,1,0,0,6,51872
0,0,1,0,0,6,279620
0,0,1,0,0,6,120439
0,0,1,0,0,6,61247
0,0,1,0,0,6,165441
0,0,1,0,0,6,379063
0,0,1,0,0,6,384793
0,0,1,0,0,6,412166
0,0,1,0,0,6,7472
0,0,1,0,0,6,177823
0,0,1,0,0,6,390926
0,0,1,0,0,6,374785
0,0,1,0,0,6,347545
0,0,1,0,0,6,306131
0,0,1,0,0,6,90761
0,0,1,0,0,6,99787
0,0,0,0,1,6,190051
0,0,1,0,0,6,309672
0,0,1,0,0,6,62707
0,0,1,0,0,6,380752
0,0,1,0,0,6,362089
0,0,1,0,0,6,417496
0,0,1,0,0,6,339766
0,0,1,0,0,6,7961
0,0,1,0,0,6,365418
0,0,0,0,1,6,187806
0,0,1,0,0,6,376243
0,0,1,0,0,6,131642
0,0,1,0,0,6,50244
0,0,1,0,0,6,384831
0,0,1,0,0,6,102691
0,0,1,0,0,6,160222
0,0,0,0,1,6,326237
0,0,1,0,0,6,407651
0,0,1,0,0,6,268314
0,0,0,0,1,6,372276
0,0,1,0,0,6,268363
0,0,1,0,0,6,401394
0,0,1,0,0,6,256945
0,0,1,0,0,6,332804
0,0,1,0,0,6,415694
0,0,1,0,0,6,405964
0,0,1,0,0,6,405142
0,0,1,0,0,6,292284
0,0,1,0,0,6,418609
0,0,1,0,0,6,389333
0,0,1,0,0,6,135062
0,0,1,0,0,6,219486
0,0,1,0,0,6,217373
0,0,1,0,0,6,168362
0,0,1,0,0,6,39452
0,0,1,0,0,6,247720
0,0,1,0,0,6,248417
0,0,1,0,0,6,267914
0,0,1,0,0,6,306544
0,0,1,0,0,6,340468
0,0,0,0,1,6,208327
0,0,1,0,0,6,254971
0,0,1,0,0,6,405634
0,0,1,0,0,6,221686
0,0,1,0,0,6,299135
0,0,1,0,0,6,399718
0,0,1,0,0,6,210181
0,0,1,0,0,6,335897
0,0,1,0,0,6,268249
0,0,1,0,0,6,378867
0,0,1,0,0,6,1267
0,0,1,0,0,6,312933
0,0,1,0,0,6,43323
0,0,1,0,0,6,334077
0,0,1,0,0,6,51953
0,0,1,0,0,6,298081
0,0,1,0,0,6,259781
0,0,1,0,0,6,351738
0,0,1,0,0,6,1739
0,0,1,0,0,6,91010
0,0,1,0,0,6,53164
0,0,1,0,0,6,183380
0,0,1,0,0,6,246369
0,0,1,0,0,6,399277
0,0,1,0,0,6,346950
0,0,1,0,0,6,158432
0,0,1,0,0,6,409671
0,0,1,0,0,6,258666
0,0,1,0,0,6,165564
0,0,1,0,0,6,412068
0,0,1,0,0,6,210162
0,0,1,0,0,6,46892
0,0,1,0,0,6,222163
0,0,1,0,0,6,86468
0,0,1,0,0,6,154996
0,0,1,0,0,6,222613
0,0,1,0,0,6,158292
0,0,1,0,0,6,348375
0,0,0,0,1,6,247379
0,0,1,0,0,6,135416
0,0,1,0,0,6,250303
0,0,1,0,0,6,46568
0,0,1,0,0,6,189629
0,0,1,0,0,6,312538
0,0,1,0,0,6,35425
0,0,1,0,0,6,266327
0,0,1,0,0,6,223247
0,0,1,0,0,6,126673
0,0,1,0,0,6,207885
0,0,1,0,0,6,364931
0,0,1,0,0,6,94042
0,0,1,0,0,6,260750
0,0,1,0,0,6,123740
0,0,1,0,0,6,420737
0,0,1,0,0,6,298049
0,0,0,0,1,6,396425
0,0,1,0,0,6,331978
0,0,1,0,0,6,310356
0,0,1,0,0,6,71856
0,0,0,0,1,6,349151
0,0,1,0,0,6,71538
0,0,1,0,0,6,379436
0,0,0,0,1,6,62273
0,0,1,0,0,6,72620
0,0,0,0,1,6,89991
0,0,1,0,0,6,262884
0,0,1,0,0,6,410739
0,0,1,0,0,6,254262
0,0,1,0,0,6,103727
0,0,1,0,0,6,328751
0,0,1,0,0,6,422706
0,0,1,0,0,6,146976
0,0,1,0,0,6,148684
0,0,0,0,1,6,209501
0,0,1,0,0,6,125326
0,0,1,0,0,6,28402
0,0,1,0,0,6,236920
0,0,1,0,0,6,312954
0,0,1,0,0,6,286637
0,0,1,0,0,6,56305
0,0,1,0,0,6,62325
0,0,0,0,1,6,379396
0,0,1,0,0,6,177139
0,0,1,0,0,6,344612
0,0,1,0,0,6,124585
0,0,1,0,0,6,85457
0,0,1,0,0,6,197528
0,0,1,0,0,6,15977
0,0,1,0,0,6,409782
0,0,1,0,0,6,291018
0,0,1,0,0,6,118437
0,0,1,0,0,6,59181
0,0,0,0,1,6,267441
0,0,1,0,0,6,331174
0,0,1,0,0,6,318244
0,0,1,0,0,6,392948
0,0,1,0,0,6,41466
0,0,1,0,0,6,284566
0,0,1,0,0,6,310368
0,0,1,0,0,6,228121
0,0,1,0,0,6,255493
0,0,1,0,0,6,183873
0,0,1,0,0,6,26661
0,0,1,0,0,6,131845
0,0,1,0,0,6,136198
0,0,1,0,0,6,74969
0,0,0,0,1,6,419214
0,0,0,0,1,6,314393
0,0,1,0,0,6,382445
0,0,1,0,0,6,424036
0,0,1,0,0,6,326356
0,0,1,0,0,6,344772
0,0,1,0,0,6,287281
0,0,1,0,0,6,268427
0,0,1,0,0,6,153688
0,0,1,0,0,6,97516
0,0,1,0,0,6,356239
0,0,0,0,1,6,216151
0,0,1,0,0,6,59307
0,0,1,0,0,6,41185
0,0,1,0,0,6,254785
0,0,1,0,0,6,290639
0,0,1,0,0,6,108670
0,0,1,0,0,6,267023
0,0,1,0,0,6,254637
0,0,1,0,0,6,348145
0,0,1,0,0,6,108696
0,0,1,0,0,6,191672
0,0,1,0,0,6,57053
0,0,1,0,0,6,170811
0,0,1,0,0,6,29029
0,0,1,0,0,6,407803
0,0,1,0,0,6,212155
0,0,1,0,0,6,356756
0,0,1,0,0,6,354884
0,0,1,0,0,6,244492
0,0,1,0,0,6,385934
0,0,1,0,0,6,158141
0,0,1,0,0,6,413372
0,0,0,0,1,6,81982
0,0,1,0,0,6,15599
0,0,1,0,0,6,10101
0,0,1,0,0,6,10033
0,0,1,0,0,6,226477
0,0,0,0,1,6,345297
0,0,1,0,0,6,231496
0,0,1,0,0,6,2648
0,0,1,0,0,6,244425
0,0,0,0,1,6,359208
0,0,1,0,0,6,148270
0,0,1,0,0,6,323904
0,0,1,0,0,6,11676
0,0,1,0,0,6,47985
0,0,1,0,0,6,397630
0,0,1,0,0,6,89870
0,0,1,0,0,6,63097
0,0,1,0,0,6,204020
0,0,1,0,0,6,97715
0,0,0,0,1,6,215320
0,0,1,0,0,6,133675
0,0,1,0,0,6,397255
0,0,1,0,0,6,2748
0,0,1,0,0,6,104644
0,0,1,0,0,6,115164
0,0,1,0,0,6,254705
0,0,1,0,0,6,81120
0,0,1,0,0,6,43100
0,0,1,0,0,6,241252
0,0,0,0,1,6,117453
0,0,1,0,0,6,155274
0,0,1,0,0,6,82880
0,0,1,0,0,6,294762
0,0,1,0,0,6,2910
0,0,1,0,0,6,38338
0,0,1,0,0,6,387664
0,0,1,0,0,6,194849
0,0,1,0,0,6,83956
0,0,1,0,0,6,403463
0,0,1,0,0,6,211825
0,0,1,0,0,6,240945
0,0,1,0,0,6,136883
0,0,1,0,0,6,322649
0,0,0,0,1,6,308359
0,0,1,0,0,6,411273
0,0,1,0,0,6,213626
0,0,1,0,0,6,278212
0,0,0,0,1,6,101597
0,0,1,0,0,6,343338
0,0,1,0,0,6,68913
0,0,1,0,0,6,147654
0,0,1,0,0,6,306450
0,0,1,0,0,6,218033
0,0,1,0,0,6,43659
0,0,1,0,0,6,357570
0,0,1,0,0,6,287832
0,0,0,0,1,6,213549
0,0,1,0,0,6,230914
0,0,1,0,0,6,57243
0,0,0,0,1,6,240970
0,0,1,0,0,6,312089
0,0,1,0,0,6,365870
0,0,1,0,0,6,42614
0,0,1,0,0,6,256707
0,0,1,0,0,6,109789
0,0,0,0,1,6,17033
0,0,1,0,0,6,377372
0,0,1,0,0,6,156610
0,0,1,0,0,6,245128
0,0,1,0,0,6,136285
0,0,1,0,0,6,138594
0,0,1,0,0,6,169817
0,0,1,0,0,6,50025
0,0,1,0,0,6,217752
0,0,1,0,0,6,198265
0,0,1,0,0,6,13146
0,0,0,0,1,6,203843
0,0,1,0,0,6,133643
0,0,0,0,1,6,362155
0,0,1,0,0,6,16333
0,0,1,0,0,6,281384
0,0,1,0,0,6,281676
0,0,1,0,0,6,178668
0,0,1,0,0,6,147185
0,0,1,0,0,6,78363
0,0,1,0,0,6,328248
0,0,1,0,0,6,372725
0,0,1,0,0,6,269781
0,0,1,0,0,6,13
0,0,1,0,0,6,228165
0,0,0,0,1,6,400493
0,0,1,0,0,6,89666
0,0,1,0,0,6,267233
0,0,1,0,0,6,359536
0,0,1,0,0,6,278371
0,0,1,0,0,6,269305
0,0,1,0,0,6,361556
0,0,1,0,0,6,70879
0,0,1,0,0,6,228103
0,0,1,0,0,6,173746
0,0,0,0,1,6,244525
0,0,1,0,0,6,55442
0,0,1,0,0,6,236585
0,0,0,0,1,6,189619
0,0,1,0,0,6,148931
0,0,1,0,0,6,151587
0,0,0,0,1,6,300412
0,0,1,0,0,6,91375
0,0,1,0,0,6,377646
0,0,1,0,0,6,120358
0,0,1,0,0,6,182963
0,0,1,0,0,6,255511
0,0,1,0,0,6,34297
0,0,1,0,0,6,109228
0,0,1,0,0,6,162590
0,0,1,0,0,6,20881
0,0,1,0,0,6,55637
0,0,1,0,0,6,20516
0,0,1,0,0,6,281619
0,0,1,0,0,6,116355
0,0,1,0,0,6,201552
0,0,1,0,0,6,312795
0,0,1,0,0,6,74892
0,0,1,0,0,6,327119
0,0,1,0,0,6,136266
0,0,1,0,0,6,228722
0,0,1,0,0,6,339075
0,0,1,0,0,6,269793
0,0,1,0,0,6,210708
0,0,1,0,0,6,228884
0,0,1,0,0,6,243660
0,0,1,0,0,6,136275
0,0,0,0,1,6,352113
0,0,1,0,0,6,399344
0,0,1,0,0,6,76662
0,0,1,0,0,6,211084
0,0,1,0,0,6,109739
0,0,1,0,0,6,136449
0,0,1,0,0,6,46928
0,0,1,0,0,6,96523
0,0,1,0,0,6,413283
0,0,1,0,0,6,3085
0,0,1,0,0,6,226471
0,0,1,0,0,6,342273
0,0,1,0,0,6,394923
0,0,1,0,0,6,174029
0,0,1,0,0,6,50416
0,0,1,0,0,6,35276
0,0,1,0,0,6,363335
0,0,1,0,0,6,301080
0,0,1,0,0,6,160068
0,0,1,0,0,6,263220
0,0,1,0,0,6,414481
0,0,1,0,0,6,141203
0,0,0,0,1,6,231333
0,0,1,0,0,6,300882
0,0,1,0,0,6,232689
0,0,0,0,1,6,130911
0,0,1,0,0,6,98695
0,0,1,0,0,6,52177
0,0,1,0,0,6,9962
0,0,1,0,0,6,166015
0,0,1,0,0,6,168588
0,0,1,0,0,6,413
0,0,1,0,0,6,340783
0,0,1,0,0,6,4327
0,0,1,0,0,6,186286
0,0,0,0,1,6,273019
0,0,1,0,0,6,28417
0,0,1,0,0,6,101388
0,0,1,0,0,6,414868
0,0,1,0,0,6,326805
0,0,0,0,1,6,200970
0,0,1,0,0,6,366328
0,0,1,0,0,6,22827
0,0,1,0,0,6,340579
0,0,0,0,1,6,115296
0,0,1,0,0,6,183234
0,0,1,0,0,6,218643
0,0,1,0,0,6,77699
0,0,1,0,0,6,229463
0,0,1,0,0,6,223006
0,0,1,0,0,6,244025
0,0,1,0,0,6,288676
0,0,1,0,0,6,411241
0,0,1,0,0,6,250633
0,0,1,0,0,6,60894
0,0,1,0,0,6,27451
0,0,1,0,0,6,191099
0,0,0,0,1,6,403870
0,0,1,0,0,6,380802
0,0,1,0,0,6,278284
0,0,1,0,0,6,344989
0,0,1,0,0,6,19721
0,0,0,0,1,6,267584
0,0,1,0,0,6,28986
0,0,1,0,0,6,305476
0,0,1,0,0,6,169031
0,0,1,0,0,6,62034
0,0,1,0,0,6,310390
0,0,1,0,0,6,360185
0,0,0,0,1,6,11735
0,0,1,0,0,6,901
0,0,1,0,0,6,200600
0,0,1,0,0,6,284416
0,0,0,0,1,6,328752
0,0,0,0,1,6,339090
